description,country,variety
"This is a rich and ripe wine, densely textured with firm tannins that provide a solid structure. Made from selected fruit grown in the north of the Tejo region, the blend of 60% Aragonez, 25% Syrah, 15% Merlot is a textured wood-aged wine that has red and black berry fruits followed by balanced acidity. It is ready to drink, but will improve after 2015.",Portugal,Portuguese Red
"Seara d'Ordens is a quinta at the western end of the Douro region. This rich and polished wine is full of black fruits, with herbal overtones and layers of wood aging that have left espresso flavors. With this concentration, the wine needs to age for several years; drink after 2017.",Portugal,Portuguese Red
"Made from a blend of grapes, this is a serious and structured red wine that will need some aging. The tannins are solid, firm and show nice concentration on the palate. At the moment, the ripe fruit that is there is buried under this tannic edifice. This fine wine needs time—enjoy from 2018.",Portugal,Portuguese Red
"This is a serious, structured wine with a great future. It has weight, tarry black tannins and dense berry fruits. Spice, toast and ripe fruitiness are all melding well together, although they need time. This complex, concentrated wine will be ready to drink from 2018.",Portugal,Portuguese Red
"Produced from old vines, this crisp wine is floral and fresh. Concentrated with white and citrus fruit flavors over tight steeliness, it has a serious side of complex textures that will allow it to develop over the next few months. Drink now for the fresh fruit tones, although it will be better from late 2016.",Portugal,Portuguese White
"This concentrated wine was wood aged for six months, giving the lightest touch of oak along with ripe yellow fruits and a crisp tangy aftertaste. It has a touch of spice along with bright acidity at the end. Drink now.",Portugal,Portuguese White
"This wine comes from an estate purchased by Vallado in 2008 in the upper reaches of the Douro Superior, where the owners have planted a 74-acre organic vineyard. This dense, firm wine is the first release. It's packed with intense black plum fruit and wood spice and will continue to improve with age. Drink from 2021.",Portugal,Portuguese Red
"This pure Touriga Nacional is perfumed, firmly tannic and packed with the tight, mineral character typical of the region. Richly fruity with juicy black currant flavor, it's still developing and will be best from 2019.",Portugal,Touriga Nacional
"From the heart of this large estate, this wine is powerful, structured and firm, with dense black plum and damson fruit. With the perfume of Aragonez and the structure of Alicante Bouschet, this fine wine still needs time to develop. Drink from 2019.",Portugal,Portuguese Red
"This is a fine blend of Malvasia and Bical giving fresh acidity that's rounded and filled out with spice, perfume and a creamy texture. It's already an attractive wine—bright and fruity. Drink now.",Portugal,Portuguese White
"With flavors of ripe raspberries along with a tannic structure, this is a wine that shows both freshness and strong minerality. It has tangy orange flavors as well as intense acidity. The wine is ready to drink.",Portugal,Portuguese Sparkling
"This is a red sparkling wine, pure Touriga Nacional but also shockingly acidic and dry. Plus it has tannins. It's well made for what it is and will certainly appeal to drinkers who like red sparkling wine.",Portugal,Touriga Nacional
"Better known in the Dão for its red wines, the Alfrocheiro grape can obviously make attractive sparkling wines. This Blanc de Noirs is fresh with just a touch of tannin and full of red currant fruit flavors. Drink now, for its freshness and fruit.",Portugal,Alfrocheiro
"Very ripe, this wine has tropical fruits, a full, soft texture and a mouthfilling floral character. Its mango and peach flavors are deliciously balanced with light, sweet acidity.",Portugal,Portuguese White
"Ripe and fresh, this is a soft, raspberry- and red berry-flavored wine. It has richness, light tannins and a generous, full-bodied juiciness. There is slight astringency to the finish.",Portugal,Portuguese Red
"From a quinta close to Pinhão in the heart of the Douro, this Port, of course still young, is big and ripe. At this stage is packed with ripe and sweet black plums and dried raisins that are dominating the potential of the firm structure underneath. Drink anytime after 2025.",Portugal,Port
"The extra concentration of low-yielding old vines is apparent in this dark, brooding wine. The minerally texture and firm tannins are all destined for long-term aging. Made from fruit that's sourced from the foothills of Portugal's highest mountains, this has a distinctly structured and dense finish.",Portugal,Portuguese Red
"Full and ripe, this wine's dark plum fruit is lined with toast from the nine months it spent in new wood. It has a smooth, polished texture, and the finish bears sweet tannins and a touch of eucalyptus. Age this for 2–3 years.",Portugal,Touriga Nacional
"Chocolate aromas dominate this richly endowed wine. It offers black chocolate flavors as well, plus powerful tannins and juicy acidity. Dense and full bodied, its wood flavors still show through the rich fruit. Drink from 2017.",Portugal,Portuguese Red
"This wine is stylish, with layers of wood, black currant notes and a structure that will allow the juicy fruitiness to develop relatively quickly. It's balanced, with fruit, texture and acidity all coming together. Drink from 2016.",Portugal,Portuguese Red
"One of a pair of single-varietal wines produced at Vallado, this displays all the perfumed, tannic character of Portugal's almost-national grape variety. It's packed with structure, dark berry fruits and a dry core that's firm. The acidity and the violet perfumes are enticing now, although it is going to age well. Drink ideally from 2018.",Portugal,Touriga Nacional
"Old vines in this case means over 20 years old. The result is a wine that has richness and a delicious creamy texture as well as refreshing swathes of citrus acidity. It could even age, so drink now and until 2018.",Portugal,Alvarinho
"Quinta da Agueira was bought by the Guedes family of Aveleda in 1998. This pure Touriga Nacional is big, meaty and ripe, structured while also having firm, tarry tannins. The wine still has a way to go, with its black fruits and acidity still developing. Drink this powerful wine from 2017.",Portugal,Touriga Nacional
"The Reserva from Cortes de Cima seems to have migrated into a weight lifter's bottle. The wine inside remains as dense and structured as ever. It's rich, full of tannins as well as concentrated black plum and berry fruits. It needs to age, so drink from 2017.",Portugal,Portuguese Red
"This wine hails from the terraced heart of the Romaneira vineyard. Dark tannins and a concentrated structure are just the tip of this ripe and complex wine. With its acidity, spice and ripe black fruits, this is a serious, impressive wine that begs to be aged. Drink from 2020.",Portugal,Portuguese Red
"Soft and rich wine, its perfumes and sweet tannins part of a powerful concentration of rich fruit and wood. Chocolate, black fruits and dry spice are additions to the dense, opaque texture.",Portugal,Syrah
"A mineral-textured wine although the alcohol does give considerable weight. That makes it richly fruity, smooth like Chardonnay with touches of apricot as well as ripe melon. Ready to drink.",Portugal,Alvarinho
"Light, fresh and sweet, here is an attractive, red fruit-flavored wine. It has the typical Vinho Verde prickle, along with balanced acidity that gives a crisp aftertaste.",Portugal,Rosé
"A fruity and aromatic wine that is a blend of Syrah and Castelão. It has bright red fruits and a soft, ripe character. Berries and acidity complement the round finish.",Portugal,Rosé
"Bigode, the mustache, is a soft and juicy wine, light in texture with strong acidity. Red berry fruits are prominent, fragrant and perfumed. Drink now.",Portugal,Portuguese Red
"An off-dry wine, with crisp apple fruits and a light, bright texture. It's tangy, full of lemony acidity with a light prickle. It's for drinking immediately.",Portugal,Portuguese White
"A sweet, fruity and lightly sparkling wine that has attractive acidity to go with its soft red fruits. It makes a delicious apéritif style.",Portugal,Portuguese Sparkling
"Ripe and spicy, this is an obviously wood-aged wine. Spice and toastiness still dominate, although in a few months the potential of the juicy black fruits should become apparent. Wait to drink this wine until 2018.",Portugal,Portuguese Red
"Ripe and juicy, this is a warm version of Touriga Nacional. Acidity and a smoky character balance the crushed blackberry fruitiness. Drink the wine now.",Portugal,Touriga Nacional
"A crisp, fruity blend of Touriga Nacional and Aragonez, this wine is bright and light. Its refreshing acidity and red-currant fruits are delicious to drink now.",Portugal,Rosado
"This wine is firm, with extracted tannins that give a bitter, dark-chocolate edge. Underneath await black fruits, acidity and a crisper edge. Drink from 2018.",Portugal,Portuguese Red
"Smooth and soft, this easygoing wine has spice, touches of wood from the barrel aging and a firm tannic core. It is balanced and ready to drink.",Portugal,Portuguese Red
"A blend of Cabernet Sauvignon and Tinta Roriz, this wine has a good sense of structure, with  vibrant acidity and black-currant fruits. Touches of oak give a spicy edge to this juicy, fruity wine. Drink now.",Portugal,Portuguese Red
"Two talented winemakers, Sandra Tavares da Silva and Jorge Serôdio Borges, jointly produce wines under the Wine & Soul label. This vintage of Pintas, black as ink, is richly spicy, with peppered fig and raisins over a dense core of dusty tannins. It is seriously powerful, but bears its weight well.",Portugal,Portuguese Red
"Rich and soft, classic creamed apple Alvarinho, with a great bite of apple skin acidity. The wine has a caramel edge, giving just an extra complexity and weight. A delicious, juicy, ripe and crisp aftertaste.",Portugal,Alvarinho
"With plenty of weight, but weight that is concentrated around a tight, firm tannic core. The wine has great ripe plum and black cherry fruits, brimming from the glass. The acidity is a strong presence, and with the tannin promises several years' aging.",Portugal,Portuguese Red
"From the aroma, this seems heavily wooded, but on the palate the wood spice is becoming well integrated with the dark berry fruits and mineral texture. It is certainly young. Already, though, the fruit is showing its potential richness. Give it 3–4 years.",Portugal,Touriga Nacional-Cabernet Sauvignon
"An intriguing blend that includes Cabernet Sauvignon as well as Castelão and Trincadeira. gives a firm yet full black fruited wine. It's packed with firm tannins, and its full black-fruit flavors are structured and layered with acidity. The perfumed aftertaste suggests a more plummy character.",Portugal,Portuguese Red
"A fruity red, with jammy plum flavors and a smooth texture. The wine shows some of the elegance for which Taylor Fladgate is famed, while also offering a rich aftertaste.",Portugal,Port
"Produced from old vine Castelão, this wine is ripe and full of dark fruits. With the background acidity and spice, it has a crisp edge that gives the wine a great lift. It is ready to drink.",Portugal,Castelão
"Named after the local vineyards, this wine is a firm and structured blend of two French grapes. It still has a Portuguese character with its rich, juicy black fruits and dense structure. With good acidity on the finish, it is ready to drink.",Portugal,Portuguese Red
"With layers of ripe tannins and generous red fruits, this is an attractive, fruity wine that is ready to drink. It has a smoky, meaty character that contrasts with the fine fruits. Drink now.",Portugal,Portuguese Red
"A bright, tight and crisp wine that is is mineral, tangy and refreshing to drink. It hints at the ripe fruits that will develope through 2017.",Portugal,Alvarinho
"This is a rich, smoothly textured wine. Pear and apricot fruits are blended with shots of lemon to give a perfumed wine that has a lightly spicy character. Drink this ripe wine from 2017.",Portugal,Portuguese White
"A new wine in the Aveleda line-up, this is rich and rounded. It's aromatic, with a full mouthfeel and flavors of pear and green apple lifted by acidity. The finish is full and fruity.",Portugal,Portuguese White
"This is a piercingly fresh wine from vines close to the Atlantic Ocean. The citrusy acidity is balanced by riper yellow fruit and pineapple. Age for a few months, but it can also be consumed now.",Portugal,Portuguese White
"This rich wine has 18 months in wood, giving it power and dark tannins. It is concentrated, structured while also elegant. The acidity, the black fruit and the firm texture suggest a wine that could age further and will be better from 2018.",Portugal,Tinta Roriz
"An aromatic wine, full of ripe fruit and with great acidity to balance. It has a touch of spice, pear and crisp apple fruitiness. The texture and the tight minerality indicate the wine is still young. Drink from 2017.",Portugal,Alvarinho
"Raspberry, red cherries and fresh fruit come together with bright acidity and a soft, full texture. There is a good stalky, tannic core to give structure. A great barbecue wine.",Portugal,Portuguese Red
"From 100% Azal grapes, this is a rich style of Vinho Verde, ripe and citric, touched by minerality. Yeasty aromas go through the palate but don't detract from the ripe final fruit.",Portugal,Portuguese White
"This complex, ripe wine reflects the steely character of Dão whites along with perfumed acidity and rich white fruit flavors. Lime, apples and pears are smoothed by wood aging and given a final burst of freshness. It's ready to drink.",Portugal,Portuguese White
"Pure Touriga Nacional with the grape's characteristic perfumes, this is firm and still dense. Tannins abound along with the blackberry fruit. The aftertaste, with its acidity, promises more aging, so drink from 2018.",Portugal,Touriga Nacional
"This wine is rich and rounded, with plenty of spice, ripe berry fruits and acidity to balance. As it develops, the wine will fill out and give satisfying richness. Drink from 2019.",Portugal,Portuguese Red
"This is a rich wine with spice from the wood aging as well as black-plum fruits. It has tannins and some concentration, giving a wine that is rich and ready to drink.",Portugal,Portuguese Red
"Known as Graciano in Spain, this variety is rare in Portugal. Here in the far west of the country, it has produced a deep-colored, firmly structured wine. Despite the three years' aging, the wine is still very solid, dark and full of tannins and black-plum-skin fruits. It needs to age more, so drink from 2019.",Portugal,Tinta Miúda
"Zesty and tongue prickling, this is fresh, fruity and ready to drink. It has a sugar sweety character which is tempered by acidity and a touch of red currant.",Portugal,Rosé
A soft and indistinct wine that is fat and has only the merest hint of fruit. It is round with some fresh acidity at the end.,Portugal,Portuguese White
"Named after its winemaker, Domingos Soares Franco, this is a powerful, concentrated wine. Still very young, it is full of blackberry fruits that need time to fully integrate into the dry tannins and layered wood notes. It's a dense wine with great potential. Drink from 2016.",Portugal,Touriga Nacional Blend
"With its arm-breaking, heavy bottle, this is a wine obviously meant to impress. Old vines do give concentration, and heavy tannins promise aging. The wine is packed with ripe plums and black currants, but leathery notes and a feathered texture suggests the wine is already evolving.",Portugal,Castelão
"Perfumed, with flavors of violet candies and very soft tannins. The wine is too aromatic for its own good.",Portugal,Port
"Quinta do Encontro is in the Bairrada region on the central coast of Portugal—an area well know for sparkling wines. This blend of Arinto, Bical and the red Baga is crisp, yeasty and with a fine balance between its ripe fruits and the touches of toast and acidity. This gives the wine a good sense of maturity and it's certainly ready to drink.",Portugal,Portuguese Sparkling
This intensely wood-aged wine has a creamy and spicy character. It has very ripe yellow fruits that are balanced by zingy orange zest acidity. The toast is still dominant at this stage and will soften and integrate into the fruit over the next year. It's a wine that could age and will be best from 2017.,Portugal,Portuguese White
"The vineyard of the beautiful Bacalhôa palace was planted with Cabernet Sauvignon many years ago. This complex and rich wine has power, concentration and delicious mature fruits. It is dense and fully developed now, a finely made wine.",Portugal,Portuguese Red
"Crisp, round and spicy, this has dominating flavors of apples and pears. A green plum flavor and pure acidity complement the finish.",Portugal,Portuguese White
"With a distinct pop of gas as it is opened, this light, fruity and lightly sweet wine is a classic summer refresher. Citrus and green apple fruits abound. Screwcap.",Portugal,Portuguese White
"A fruity style of red, it is made to be drunk young, possibly even lightly chilled. It has soft tannins plus a fine balance between the berry fruits and acidity that go with a warm, ripe feel. Drink now.",Portugal,Portuguese Red
"A forward, fruity wine that shows ripe black-currant fruit. It does have the structure that comes from the tough soils of the Douro, but this is balanced by the acidity, juicy fruitiness and ripe tannins. Drink now.",Portugal,Portuguese Red
"From a single vineyard in the Vinho Verde sub-region of Monção and Melgaço, the heartland of Alvarinho, the wine is rich and smoothly textured. It has a fine creamy character that is filled with ripe pear and apricot fruits. The more citrus acidity is just right to balance this richness. Drink now.",Portugal,Alvarinho
"With 12 months oak of aging, this is a rich wine, still showing spice and toast from the wood. That character is finely balanced by the rich black fruit and the acidity. It is a fine wine, ripe and still developing. Drink from 2018.",Portugal,Portuguese Red
"This is a brand, created in the 19th century that had almost disappeared until rescued in the last decade. This Vintage comes from 40 to 60-year-old vines in the Douro Superior, giving a wine with soft tannins and great fruit concentration. It is floral from the Touriga Nacional with fine acidity to balance the ripe, sweet fruit. Drink from 2025.",Portugal,Port
"There is a definite juicy red-fruit Pinot Noir character in this warm wine. It has spice, fine acidity and layers of red-berry fruits. The light tannic structure holds this fine wine properly together. Drink now.",Portugal,Pinot Noir
"The quinta that produced this wine already has one of Saint Teresa d'Avila's poems etched above its doorway and now it's honoring the 500th anniversary of her birth with this release. This is a solid blend of rich dark fruits that offers earthly comfort. It is spicy, dark and densely structured. Fine acidity keeps the wine fresh at the end. Drink from 2017.",Portugal,Portuguese Red
"This eight-year old wine, based on Touriga Nacional, is ripe, now mature with the tannins fully integrated into the rich black fruit. It is firm with a structure that gives concentration and perfumed acidity. The wine is still dark and dense although ready to drink.",Portugal,Portuguese Red
"This young and fruity wine brings out red berries, soft tannins and spicy acidity. It's a wine to drink now, full of warm flavors and a smooth texture.",Portugal,Portuguese Red
"The wine shows some good barrel aging to give a lightly woody character with acidity and raisin flavors. It is dry, perfumed with spice and properly mature.",Portugal,Port
"From vineyards in the southern section of Vinho Verde, this ripe Alvarinho is soft and fruity. It has a light texture that is balanced with crisp acidity and a juicy, perfumed aftertaste. Drink this wine now.",Portugal,Alvarinho
"A pioneer in rosé Vinho Verde, this producer makes a dry wine and one of the few rosés from the region that really make sense. It is balanced with crisp red fruits as well as tight acidity and a shot of lemon. Drink now.",Portugal,Rosé
"The name, Al-Ria, at the seaside, is a reflection of the importance of the beach culture to this region. The wine has a cool, minty character although its black fruits are ripe and full. It is rich with berry flavors, warm tannins and a dry firm aftertaste. Drink now although the wine will soften.",Portugal,Portuguese Red
"This blend of Touriga Nacional, the local Baga and Merlot is smooth and ripe. It has soft tannins and a fine level of acidity to give the wine a fresh character to finish the warm red fruits. Drink now.",Portugal,Portuguese Red
"A blend of grapes from the north of the Vinho Verde region, this is tangy and crisp. It is bright and dry with attractive acidity and a lemon zest texture. Drink now.",Portugal,Portuguese White
"Ripe and bold, this is a rich wine whose dense fruit is balanced by its equally dense tannins. It has spice, juicy black fruits and a structure that emphasizes minerality and oak aging. It's not quite ready, so drink from 2017.",Portugal,Portuguese Red
"Taylor Fladgate's vintage Ports are always among the legendary wines. This hugely structured wine keeps the dense, perfumed tradition very much alive. Along with the power, it also has wonderful fruit, bursting out with blackberry jam. Even with all the fruitiness, it needs to age for decades.",Portugal,Port
"A classic Fonseca, rich and powerful, with just an extra edge of weight from the vintage. It has a dry character, a tannic edge that gives great promise, but the open-hearted fruit is all there. A wonderfully intense wine for aging.",Portugal,Port
"The wine comes from vineyards planted close to the Atlantic Ocean, south of Lisbon. That gives cool character to this attractive blend of Alvarinho, Viognier and Sauvignon Blanc. It has green fruits over a perfumed character that is touched by a herbal edge. The finely wrought wine is ready to drink.",Portugal,Portuguese White
"There's hardly any tawny color to speak of here; it's actually deep red, much like a dry table wine. On the palate, candied flavors mingle with powerful berries. The finish is heavy and exceedingly long, offering flavors of coffee and burnt toast. This tawny is youthful and warm, emphasizing fruit over typical toffee and caramel characteristics.",Portugal,Port
"This wine tastes of the hard landscape from which it comes. It is firmly tannic, tough in its youth and packing a structured punch. Impressive, it hints at the black berry fruits that are underneath. Give this wine several years and drink from 2018.",Portugal,Portuguese Red
"Oak-aged, rich and spicy, this dense wine has firm tannins. Black plum fruits are there, still masked by the dry structure. It's a powerful, solid wine that has also has a cool, elegant feel to it, dark and concentrated and needing to age. Drink from 2017.",Portugal,Touriga Nacional
"Made to be enjoyed young, this ripe wine has soft tannins, ripe red plum and damson fruits and plenty of refreshing acidity. The structure and the smooth texture all say drink me now.",Portugal,Portuguese Red
"This is a rustic, barnyard-scented wine, with tannins and acidity but lacking fruit. Think of it as one to quaff without too much thought.",Portugal,Castelão
"There is a lightly yeasty character to this wine that gives it a bitter edge, hindering its fruitiness and crisp apple acidity.",Portugal,Portuguese White
"Red-currant jelly aromas and a floral character are followed by a soft-textured, caramel-flavored wine. It has a ripe feel, that's gentle and rather too easy.",Portugal,Port
This concentrated wine brings tannins together with superripe black fruits and a firm aftertaste. A bite of alcohol spoils the rich fruitiness. Drink from 2018.,Portugal,Portuguese Red
"With new-wood flavors as well as ripe berry fruits, this will be an attractive wine. Warm, ripe and fruity, it has concentration and potential. Drink this wine from 2020.",Portugal,Portuguese Red
"This wine is ripe, with plenty of tannins that give it a rich, structured character. It is dense with black-currant fruitiness. Drink from 2018.",Portugal,Touriga Nacional
"Full of red fruits and generous tannins, this is an immediately attractive wine. The red-berry fruits are balanced by good acidity and a crisp aftertaste. Drink from 2017 to allow the tannins to soften further.",Portugal,Portuguese Red
"This is a very Douro blend for this wine from Lisboa region. It brings structure and minerality to fill out the dark-black fruits. With ripe tannins and bright acidity balancing the fruit, it is ready to drink.",Portugal,Portuguese Red
"Red fruits dominate this wine that is ready to drink. It has berry flavors, generous tannins and sweetness at the end. Drink this attractive wine from late 2017.",Portugal,Portuguese Red
"This wine is rich, full of fruit and with a medium-term potential. Attractive berry flavors are ripe and full of juicy acidity. Drink this lively, fruity wine from 2018.",Portugal,Portuguese Red
"This wine is ripe and fruity, layered with attractive tannins and red-berry fruits. It is bright, crisp at the edges although also with a smoky, firm core. Drink this wine from 2020.",Portugal,Portuguese Red
"Full-bodied, soft wine, with pleasant, open flavors of melon, lime and ripe white figs. There is sweetness, emphasizing the softness of the wine. Pleasant and drinkable now.",Portugal,Portuguese White
"A fresh, bone-dry rosé, packed with acidity, red currants and a touch of caramel. The wine is light, summery, good for apéritif or food.",Portugal,Touriga Nacional
"A tight, freshly acid wine, with stalkiness but also good juicy fruit. There is a green pepper element, leaving a wine that is light, simple.",Portugal,Portuguese Red
"This is a fruity wine with pear and bitter-almond flavors. It is clean, fresh, and light in style, with acidity that complements the riper fruit character on the finish.",Portugal,Arinto
"Soft and creamily fruity, this is an attractive, fresh wine. It has citrus fruit and apple-skin flavors and crisp, clean acidity. For drinking over the next year.",Portugal,Portuguese White
"A smooth and ripe rosé from Touriga Nacional and Tinta Roriz, this is a cherry and red berry flavored wine. It has weight and a rich texture that are balanced by the crisp raspberry and fresh apple brightness at the end. Drinkble beginning now.",Portugal,Rosé
This is a honeyed wine that retains fruitiness while having a rich character. The spirit used in fortifying it gives the wine a burnt vanilla flavor that is balanced with ripe apricots and fresh final acidity. It is bottled to be drunk immediately.,Portugal,Fernão Pires
"A ripe full-bodied wine that is a blend of Arinto and Fernão Pires. It misses out on the normal freshness of both grapes, giving instead rich yellow fruits and perfumed spice. There is some acidity, although not enough.",Portugal,Portuguese White
"This is a gentle, perfumed wine that is ripe and deliciously fruity. It does have a more herbal, green side as well as a tangy texture but the main impression is of a wine that is soft and ready to drink.",Portugal,Verdelho
"Broad, ripe style, concentrated while retaining lightness of touch. There is a good mineral element balancing the yellow fruits and rich texture.",Portugal,Portuguese White
"This new baby from Crasto is an easygoing wine, full of berry fruits, gentle tannins. It is ready to drink, finishing softly and freshly.",Portugal,Portuguese Red
"The wine tastes young, with unbalanced acidity and a hard tannin and spirit edge.",Portugal,Port
"Dominated by Tinta Roriz, this smooth, red fruited wine is ripe on the palate. Tannins come from wood aging as much as the ripe strawberry and red currant fruits. It has a smoky finish that is laced with acidity.",Portugal,Portuguese Red
"This is a soft, bold and rounded wine. Rich black currant and berry fruits dominate the blend of mainly Portuguese grapes, with a touch of Syrah. The wine is balanced, ripe and full in the mouth. Drink now.",Portugal,Portuguese Red
"Named after the impressive 10-mile long Vasco da Gama bridge that spans the Tagus estuary, this wine is soft, rounded and fruity. It has delicious, ready-to-drink flavors of ripe cherries and juicy plums. The fruit is sustained by the dry tannins and fresh acidity. Drink now.",Portugal,Castelão
"This wood-aged wine has a ripe fruitiness about it. The tannins give some structure while not taking away from the generous blackberry fruits. It's rich and warm, just hinting at pepper on the finish. Drink now.",Portugal,Portuguese Red
"Coming from the north-eastern Beiras region, close to the Douro, this wine is a ripe, rich and crisp wine. It has a perfumed character from the Malvasia in the blend and an attractive yeasty aftertaste. Drink now.",Portugal,Portuguese Sparkling
"The local Bical grape gives this wine a delicious and refreshing character. It offers lemon, crisp pear and green plum flavors, all laced by a mineral texture. It is ready to drink, although it will be better from 2016.",Portugal,Bical
"A red-fruited wine, this is fragrant of wood and strawberries. The palate has a smoky, wood-laden character, a ripe plum flavor and a fine line of acidity. A fresh red-currant note marks the finish.",Portugal,Portuguese Red
"The earthy aromas of Castelão show strongly. Complex, rich and juicy, this wine's tannins and black fruits vie amicably for dominance, and they promise good aging. It has a spice note and a firm structure, with a fleshy character.",Portugal,Portuguese Red
"More commonly found in the Dão region to the north, the Alfrocheiro grape seems to have found a good home in the sandy soils of Lagoalva de Cima. Rich, fruity and age worthy, this has dusty tannins and a texture that hints of mineral.",Portugal,Alfrocheiro
"Bottled at four years old, this wine has retained all its fruitiness. Bright plum flavors go with the dusty tannins and sweetness to create a generous wine with plenty of room for fruit acidity. Drink now, but the wine could age a couple of years.",Portugal,Port
"From a Port shipper started in 1829 and that almost disappeared, this is a light old gold in color, a smooth and sweet aged white Port. It has strong connections with its wood aging, with spice and smokiness combining with dried apricots and dates. Drink now.",Portugal,Port
"Balanced and dry, this is fruity with just the right amount of wood-aging flavors. It has red fruits, a shot of spirit that still keeps in balance, and tight, dry acidity at the end.",Portugal,Port
"This is a bright and lively wine, aromatic and very fruity. Flavors of apple, lime and pink grapefruit are right up there along with the crispest texture and a tangy, zesty aftertaste. This is for drinking now.",Portugal,Alvarinho
"Earth aromas set the scene for this full-bodied wine. It is rich and rounded, with the pear and peach flavors dominating the soft texture. Made from grapes sourced from vineyards high above the Douro River, this has weight, although on the finish there is freshness. Screwcap.",Portugal,Portuguese White
"This is big and juicy, with extra weight imparted by the wood aging. Its flavors of spice and red fruit are laced with acidity. Full bodied and forward, this is quite drinkable.",Portugal,Portuguese Red
"This is a light and simply fruity wine, showing lively acidity and black currant fruit tones. It is soft on the palate and only lightly disturbed by a dry tannic background. Drink now.",Portugal,Portuguese Red
"Off dry, fizzy and fresh, this is a classic crisp and clean Vinho Verde, based on the Loureiro grape. It is light and bright with lemon and sugar water flavors, and is ready to drink now.",Portugal,Portuguese White
"This is a dense and heavily extracted Merlot that is too powerful for its own good. Concentrated and super-rich, the palate is laden with tannins and toasty wood. The wine will remain over the top.",Portugal,Merlot
"Dark, brooding and hugely rich, this wine is still young. Firm, smoky tannins and dark plum flavors give the wine a concentrated structure. Acidity adds freshness, giving lift to the depth and intensity of this powerful wine. Drink from 2017.",Portugal,Portuguese Red
"Named after Siza Vieira, the architect of the modern Adega Mayor winery, this dense, darkly colored wine is hugely ripe, with great fruits and rich coffee and spice flavors. It's a wine that perfectly fits the adjective opulent, powered by great fruits and dense tannins, with fine aging potential. Drink from 2017.",Portugal,Alicante Bouschet
"Unusual for Vinho Verde, this wine was aged in wood for nine months, resulting in a rich, full-bodied character. It's ripe, full of yellow fruits and crisp pear flavors, shot through with lemon acidity. What it potentially lacks in freshness it makes up for in intensity and depth of flavor. Drink from 2016.",Portugal,Alvarinho
"This wine shows itself in the glass as bold, ripe and finely structured. It is concentrated, with the young tannins of Baga and the juicy perfumes of Touriga Nacional that yield a wine that has several years to develop. Firm at the end, it will be an impressive wine as it ages. Drink from 2018.",Portugal,Portuguese Red
"This is a smooth, ripe and rich wine. It has tannins that give structure and are also well integrated into the generous blackberry and dark plum fruits. The concentration and depth give a solid, dense character. Wood aging, just enough, has smoothed everything out, while the aftertaste brings perfumed acidity at the end. Drink this complex, serious wine from 2018.",Portugal,Portuguese Red
"Touriga Nacional and Cabernet Sauvignon merge seamlessly in this richly structured but fruity wine. It is densely concentrated, with a line of tannins cutting through the blackberry fruit flavors. Firm, textured and likely to age well, this is impressive.",Portugal,Portuguese Red
"At 20 years, aged tawnies bear fruit and concentrated wood flavors, plus dry acidity. This is rich and poised, and it has a fine, full finish.",Portugal,Port
"This fine wood-aged wine is rich with ripe yellow fruit and a subtle toasty character. It's smoothly textured, brimming with fruit and spice, finishing on vibrant acidity. Impressive in its youth, it will be better from 2018.",Portugal,Portuguese White
"Aged for 20 months in wood, this elegant, ripe wine is finely balanced with structure and fruit. Berry flavors intermingle with dusty tannins and an acidity that suggests cool, mountain crispness. It needs to age further, so drink from 2018.",Portugal,Portuguese Red
"For a red wine from the Vinho Verde region, this is impressive. Serious wood aging hasn't dampened the red fruits and firm tannins. The wine is dry, solid and with final acidity. It should be drunk now.",Portugal,Portuguese Red
"With some oak aging, this is a naturally rich wine that has a rounded, full character. It's generous, opulent and full of yellow fruits, ripe red apples and the subtlest touch of toast. Drink now, or keep until 2015.",Portugal,Portuguese White
"Dark black fruits and a dense, almost black color are signs of the concentration of this concentrated wine. Nine months in wood have added to the richness of the wine while preserving the blackberry and black-plum flavors. It is just ready to drink, although it will be much better from 2017.",Portugal,Portuguese Red
"A serious, ripe, wood-aged wine. Mint aromas speak of new wood while, on the palate, the texture is dense, packed with dark tannins and rich black fruits. Generous while also structured, this wine could be aged further. Drink from 2018.",Portugal,Portuguese Red
"A rich wine with six months in oak that gives it both a toasty and a creamy character. It is full of ripe yellow fruits, spice and just a cool hint from the Monte de Cal vineyards on the Atlantic coast. The wine is ready to drink.",Portugal,Portuguese White
Pure Touriga Nacional from this quinta in the central Douro at Pinhão is rich and finely perfumed. Solid tannins and a concentrated texture are balanced with ripe black fruits and acidity. The wine is firm at this young stage and needs to age further so don't start drinking until 2019,Portugal,Touriga Nacional
"This is a finely structured wine, rich with a blend that includes Touriga Nacional and Aragonez. Layers of tannins sustain the ripe black fruits and generous texture. The aftertaste shows the wine's fine acidity as well as its touches of wood aging. Drink now.",Portugal,Portuguese Red
"From a selection of different parcels near the Torto and Pinhão rivers, this is a beautifully ripe and fruity wine. With some firm tannins and a tight texture it shows plenty of the schist terroir of the Douro. Over that there are layers of rich dark fruits that are balanced with acidity. Drink the wine now.",Portugal,Portuguese Red
"For a Vinho Verde, this is rich and full-bodied, showing delicious acidity, crisp apples and a touch of tropical fruit. There's the typical prickle on the tongue that brings out freshness, but in fact this wine could age for a year.",Portugal,Portuguese White
